firm_id,baseline_employees,total_grant_amount,grant_stage1_amount,grant_stage2_total_amount,grant_stage3_amount,post_grant_permanent_employees,post_grant_temporary_employees,total_employees_post_grant,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant,m_i_7
27500,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,1.0,200000.0,2100000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
27674,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,2.0,1.0,3.0,3.0,500000.0,550000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
27708,3.0,4000000.0,400000.0,1600000.0,1000000.0,21,22,2122.0,193.0,31.0,1.0,13.0,1500000.0,16000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
27820,10.0,0.0,0.0,0.0,0.0,10,20,1020.0,12.0,24.0,6.0,12.0,1900000.0,14900000.0,650000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
27875,3.0,3000000.0,300000.0,1200000.0,750000.0,7,12,712.0,94.0,15.0,6.0,4.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
27969,10.0,2000000.0,100000.0,900000.0,500000.0,9,24,924.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
28057,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,6.0,50000.0,150000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28184,9.0,0.0,0.0,0.0,0.0,3,13,313.0,Unknown,Unknown,Unknown,6.0,60000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
28400,3.0,5700000.0,300000.0,2975000.0,1000000.0,8,6,86.0,24.0,9.0,2.0,3.0,170000.0,640000.0,19000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
28422,2.0,4000000.0,400000.0,1600000.0,1000000.0,8,5,85.0,12.0,24.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28449,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,20.0,2.0,4.0,3.0,85000.0,8800000.0,55000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28517,21.0,6000000.0,600000.0,2400000.0,1500000.0,12,4,124.0,3.0,31.0,1.0,17.0,1350000.0,9800000.0,700000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
28534,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,3.0,80000.0,800000.0,50000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
28556,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,5.0,800000.0,3800000.0,300000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
28590,6.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,12.0,24.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28693,3.0,5400000.0,540000.0,2750000.0,760000.0,5,7,57.0,43.0,30.0,1.0,11.0,325000.0,1300000.0,75000.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
28748,4.0,5800000.0,400000.0,3400000.0,1000000.0,4,1,41.0,11.0,6.0,2.0,7.0,1000000.0,10000000.0,96000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
28830,6.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,2000000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28844,10.0,5000000.0,500000.0,2000000.0,1250000.0,11,5,115.0,22.0,35.0,4.0,13.0,200000.0,250000.0,80000.0,0.0,0.0,0.0,2.0,2.0,98.0,1.0
28874,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,0.0,0.1,1600000.0,180000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28903,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
28961,3.0,3900000.0,390000.0,1560000.0,975000.0,32,7,327.0,9.0,1.0,3.0,30.0,800000.0,20000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0
29062,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,1000000.0,2200000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29070,6.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,1.0,33.0,2.0,1.0,180000.0,1800000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29119,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,2.0,0.1,500000.0,2.5,0.0,0.0,0.0,1.0,2.0,50.0,2.0
29163,3.0,4500000.0,450000.0,1800000.0,1125000.0,5,2,52.0,1.0,33.0,2.0,3.0,300000.0,990000.0,90000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
29201,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,204.0,8.0,4.0,24.0,300000.0,2800000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29211,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,1.0,280000.0,600000.0,42000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
29333,4.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,12.0,24.0,6.0,4.0,1800000.0,4000000.0,830000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29389,2.0,4000000.0,400000.0,1600000.0,1000000.0,6,8,68.0,184.0,25.0,7.0,1.0,1000000.0,5000000.0,350000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
29619,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,50000.0,2200000.0,350000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29788,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29907,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,8.0,300000.0,2401150.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29911,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
29920,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,6.0,150000.0,1200000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
30257,6.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,204.0,8.0,4.0,3.0,75000.0,500000.0,5000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
30323,15.0,0.0,0.0,0.0,0.0,3,7,37.0,19.0,15.0,6.0,12.0,520000.0,2000000.0,220000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
30532,3.0,2400000.0,240000.0,960000.0,600000.0,25,23,2523.0,Unknown,Unknown,Unknown,6.0,170000.0,2200000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
30544,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,2.0,300000.0,1400000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
30701,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,30.0,4000000.0,17000000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
30715,3.0,9700000.0,500000.0,5350000.0,1425000.0,10,4,104.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
30719,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,18.0,30.0,1.0,3.0,60000.0,450000.0,2.5,0.0,0.0,0.0,1.0,2.0,50.0,2.0
30902,3.0,4750000.0,200000.0,3050000.0,750000.0,4,7,47.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
31066,3.0,4000000.0,200000.0,1800000.0,1000000.0,12,12,1212.0,159.0,25.0,7.0,8.0,300000.0,3000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
31202,2.0,2700000.0,270000.0,1080000.0,675000.0,2,2,22.0,26.0,29.0,1.0,0.0,150000.0,714000.0,27000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
31264,3.0,6000000.0,600000.0,2900000.0,1000000.0,10,3,103.0,Unknown,Unknown,Unknown,6.0,2800000.0,2200000.0,420000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
31346,3.0,6000000.0,600000.0,2900000.0,1000000.0,10,52,1052.0,26.0,29.0,1.0,25.0,3100000.0,5000000.0,2000000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
31374,3.0,6000000.0,200000.0,3300000.0,1000000.0,3,16,316.0,2.0,1.0,3.0,4.0,300000.0,800000.0,100000.0,0.0,0.0,0.0,2.0,2.0,35.0,2.0
31412,5.0,5100000.0,510000.0,2040000.0,1275000.0,5,3,53.0,63.0,7.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
31524,3.0,5500000.0,150000.0,2600000.0,1375000.0,4,3,43.0,8.0,19.0,5.0,3.0,68000.0,650000.0,34000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
31672,3.0,5000000.0,200000.0,2000000.0,1400000.0,6,7,67.0,22.0,35.0,4.0,4.0,470000.0,500000.0,95000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
31674,10.0,3800000.0,200000.0,2100000.0,750000.0,14,20,1420.0,26.0,29.0,1.0,8.0,300000.0,1800000.0,80000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
31677,5.0,900000.0,90000.0,360000.0,225000.0,7,6,76.0,71.0,27.0,6.0,15.0,60000.0,1300000.0,2.5,0.0,0.0,0.0,2.0,2.0,98.0,1.0
31697,3.0,0.0,0.0,0.0,0.0,12,0,120.0,20.0,2.0,4.0,12.0,450000.0,4800000.0,250000.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0
31935,3.0,10000000.0,1000000.0,4000000.0,2500000.0,8,0,80.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
32000,3.0,3800000.0,200000.0,1600000.0,1000000.0,2,4,24.0,304.0,36.0,4.0,4.0,16700.0,100000.0,2.5,0.0,0.0,0.0,2.0,2.0,70.0,1.0
32047,5.0,4500000.0,450000.0,1800000.0,1125000.0,2,3,23.0,19.0,15.0,6.0,7.0,3250000.0,5300000.0,185000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
32299,7.0,4500000.0,0.0,2450000.0,925000.0,4,6,46.0,Unknown,Unknown,Unknown,6.0,500000.0,2200000.0,140000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
32478,6.0,3600000.0,60000.0,2140000.0,500000.0,7,10,710.0,300.0,17.0,3.0,8.0,500000.0,3000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
32565,6.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
32663,3.0,0.0,0.0,0.0,0.0,6,6,66.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,750000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
32821,3.0,0.0,0.0,0.0,0.0,7,4,74.0,24.0,9.0,2.0,4.0,120000.0,650000.0,40000.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
32865,3.0,3100000.0,100000.0,1500000.0,750000.0,6,4,64.0,Unknown,Unknown,Unknown,6.0,70000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
32868,6.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,1.0,2.0,50.0,2.0
32892,3.0,0.0,0.0,0.0,0.0,6,5,65.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
32902,3.0,0.0,0.0,0.0,0.0,6,6,66.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
32956,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
32957,4.0,4800000.0,500000.0,1900000.0,1200000.0,20,8,208.0,Unknown,Unknown,Unknown,6.0,850000.0,2200000.0,120000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
33165,1.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,128.0,25.0,7.0,1.0,520000.0,980000.0,150000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
33179,10.0,2800000.0,280000.0,1120000.0,700000.0,5,3,53.0,335.0,20.0,5.0,11.0,300000.0,5000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
33230,5.0,0.0,0.0,0.0,0.0,5,5,55.0,184.0,25.0,7.0,35.0,1030340.0,30632230.0,102575.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
33288,3.0,4600000.0,460000.0,2140000.0,1000000.0,5,18,518.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
33437,3.0,5700000.0,570000.0,2280000.0,1425000.0,6,12,612.0,212.0,11.0,3.0,6.0,800000.0,10000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
33542,3.0,3000000.0,300000.0,1200000.0,750000.0,16,5,165.0,12.0,24.0,6.0,8.0,402350.0,3885235.0,198870.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
33652,3.0,0.0,0.0,0.0,0.0,20,6,206.0,212.0,11.0,3.0,22.0,400000.0,5000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
33699,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,344.0,10.0,2.0,10.0,600000.0,5500000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
33704,3.0,6000000.0,600000.0,3000000.0,900000.0,12,95,1295.0,212.0,11.0,3.0,18.0,640000.0,7000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,75.0,1.0
33795,3.0,5500000.0,550000.0,2200000.0,1375000.0,4,82,482.0,48.0,12.0,2.0,71.0,0.1,4672300.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
33917,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
33946,3.0,7000000.0,300000.0,4200000.0,500000.0,9,3,93.0,24.0,9.0,2.0,11.0,180000.0,400000.0,150000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
33982,3.0,4800000.0,180000.0,2800000.0,620000.0,7,12,712.0,2.0,1.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0
34002,7.0,2100000.0,210000.0,840000.0,525000.0,7,2,72.0,335.0,20.0,5.0,17.0,100000.0,900000.0,20000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
34058,3.0,0.0,0.0,0.0,0.0,2,2,22.0,8.0,19.0,5.0,2.0,100000.0,600000.0,70000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
34193,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,5.0,700000.0,8000000.0,170000.0,0.0,0.0,0.0,2.0,2.0,30.0,2.0
34380,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,63.0,7.0,6.0,0.0,20000.0,110000.0,20000.0,0.0,0.0,1.0,2.0,2.0,50.0,2.0
34495,15.0,1500000.0,150000.0,600000.0,375000.0,5,2,52.0,184.0,25.0,7.0,3.0,100000.0,3500000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
34725,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
34746,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,4.0,250000.0,800000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
34776,4.0,3600000.0,360000.0,2240000.0,500000.0,10,7,107.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,700000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
34788,3.0,6000000.0,0.0,3000000.0,1500000.0,7,2,72.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
34806,8.0,4000000.0,100000.0,2200000.0,700000.0,12,3,123.0,1.0,33.0,2.0,5.0,400000.0,1500000.0,90000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
35008,15.0,0.0,0.0,0.0,0.0,10,10,1010.0,65.0,4.0,3.0,19.0,5800000.0,30000000.0,700000.0,0.0,0.0,0.0,2.0,2.0,98.0,1.0
35043,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,158.0,25.0,7.0,10.0,100000.0,3500000.0,60000.0,0.0,0.0,0.0,2.0,2.0,90.0,2.0
35054,3.0,6000000.0,600000.0,2400000.0,1500000.0,7,3,73.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
35158,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,4.0,50000.0,2000000.0,10000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
35217,6.0,1600000.0,160000.0,800000.0,240000.0,10,2,102.0,71.0,27.0,6.0,14.0,400000.0,1500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
35312,10.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,6.0,300000.0,2000000.0,90000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
35436,3.0,0.0,0.0,0.0,0.0,5,7,57.0,144.0,25.0,7.0,6.0,650000.0,5100000.0,350000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
35443,3.0,3200000.0,320000.0,1280000.0,800000.0,3,2,32.0,76.0,19.0,5.0,3.0,100000.0,1200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
35581,3.0,2500000.0,50000.0,1450000.0,500000.0,2,3,23.0,34.0,10.0,2.0,1.0,110000.0,420000.0,20000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
35632,3.0,6400000.0,640000.0,3060000.0,1100000.0,7,3,73.0,34.0,10.0,2.0,4.0,65000.0,450000.0,30000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
35851,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,18.0,30.0,1.0,2.0,40000.0,300000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
36103,3.0,4000000.0,400000.0,1600000.0,1000000.0,7,8,78.0,335.0,20.0,5.0,4.0,500000.0,6000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
36180,3.0,6000000.0,600000.0,2400000.0,1500000.0,3,18,318.0,335.0,20.0,5.0,14.0,400000.0,4000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
36311,5.0,0.0,0.0,0.0,0.0,15,30,1530.0,340.0,28.0,1.0,30.0,50000000.0,5000000.0,5000000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
36513,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
36724,3.0,7200000.0,400000.0,5300000.0,750000.0,5,10,510.0,12.0,24.0,6.0,10.0,350000.0,1000000.0,120000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
37019,5.0,6450000.0,0.0,3850000.0,600000.0,12,18,1218.0,184.0,25.0,7.0,1.0,85000.0,2000000.0,4500.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
37158,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,71.0,27.0,6.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,1.0,1.0,2.0,50.0,2.0
37175,5.0,3000000.0,300000.0,1700000.0,500000.0,5,4,54.0,204.0,8.0,4.0,9.0,160000.0,1500000.0,50000.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
37194,4.0,4000000.0,400000.0,1600000.0,1000000.0,8,10,810.0,3.0,31.0,1.0,4.0,50000.0,900000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
37402,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,1.0,1000000.0,7000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
37456,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,1.0,33.0,2.0,4.0,0.1,3400000.0,2.5,0.0,1.0,0.0,1.0,2.0,50.0,2.0
37482,20.0,0.0,0.0,0.0,0.0,9,6,96.0,78.0,17.0,3.0,7.0,0.1,300000.0,2.5,0.0,0.0,0.0,2.0,2.0,25.0,1.0
37484,3.0,0.0,0.0,0.0,0.0,4,2,42.0,184.0,25.0,7.0,8.0,0.1,5000000.0,2.5,0.0,0.0,0.0,2.0,2.0,100.0,1.0
37554,2.0,6000000.0,600000.0,2400000.0,1500000.0,8,3,83.0,12.0,24.0,6.0,9.0,920000.0,16000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
37598,3.0,0.0,0.0,0.0,0.0,7,20,720.0,8.0,19.0,5.0,5.0,200000.0,6000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
37605,6.0,9400000.0,940000.0,3760000.0,2350000.0,9,14,914.0,Unknown,Unknown,Unknown,6.0,800000.0,2200000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
37635,3.0,5700000.0,570000.0,2280000.0,1425000.0,12,4,124.0,218.0,2.0,4.0,18.0,120000.0,1400000.0,40000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
37642,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,850000.0,2200000.0,400000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
37687,3.0,0.0,0.0,0.0,0.0,4,3,43.0,19.0,15.0,6.0,3.0,100000.0,1200000.0,70000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
37718,1.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
37835,4.0,2500000.0,50000.0,1700000.0,250000.0,6,5,65.0,Unknown,Unknown,Unknown,6.0,180000.0,2200000.0,28000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
38075,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
38087,3.0,6000000.0,600000.0,2400000.0,1500000.0,10,16,1016.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
38252,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,152.0,25.0,7.0,10.0,300000.0,12000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,70.0,2.0
38359,3.0,2600000.0,260000.0,1040000.0,650000.0,3,5,35.0,41.0,21.0,5.0,10.0,200000.0,1000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
38377,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
38573,3.0,3500000.0,150000.0,1600000.0,875000.0,3,3,33.0,2.0,1.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
38608,6.0,4200000.0,420000.0,1680000.0,1050000.0,8,3,83.0,49.0,25.0,7.0,15.0,750000.0,6800000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
38706,7.0,9000000.0,900000.0,4100000.0,1750000.0,5,6,56.0,152.0,25.0,7.0,6.0,200000.0,1500000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
38814,45.0,4000000.0,400000.0,1600000.0,1000000.0,20,5,205.0,32.0,9.0,2.0,15.0,300000.0,500000.0,600000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
39121,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,197.0,15.0,6.0,1.0,25000.0,250000.0,18000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
39241,3.0,3700000.0,370000.0,1780000.0,625000.0,6,2,62.0,17.0,5.0,4.0,7.0,350000.0,4000000.0,130000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
39285,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,31.0,16.0,4.0,1.0,25000.0,30000.0,15000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
39293,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,115.0,4.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
39304,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,1.0,2.0,50.0,2.0
39372,9.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
39396,3.0,9600000.0,400000.0,3800000.0,2700000.0,7,43,743.0,63.0,7.0,6.0,5.0,220000.0,1100000.0,100000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
39493,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,1.0,33.0,2.0,12.0,15000000.0,19000000.0,2200000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
39512,4.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,1.0,250000.0,2000000.0,70000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
39744,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,67.0,10.0,2.0,8.0,450000.0,5300000.0,150000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
